postdate,body,description,title,preprocessed_body,preprocessed_description,preprocessed_title
20230105,2023년 개봉 예정 영화 정리 개봉작 라인업 마블 새해가 밝고도 이제 5일 지난 목요일 오늘 첫 글은 올해 새로 개봉하게 될 신작들 달마다 어떤 영화들이 있는지를 살펴봤다 어제 집 앞 메가박스에서 슬램덩크를 보기도 했고 역시나 이번달에도 즐거운 무비 관람을 즐기고 있는 나 매달 거의 주에 1번꼴로 극장을 찾을 것 같다 그러면 2023 개봉예정영화로 어떤 작품들이 있는지 간단히 라인업 정리를 해보자 나열 순서는 1월부터 끝부분은 12월까지다 어차피 제목 옆에 개봉 될 달까지 적어놓으니 참고하시면 될 듯 그치만 배급사 제작사 상황에 따라 언제든 그 날짜는 뒤로 미뤄지거나 땡겨질 수 있음을 인지하자 1월 교섭 황정민 현빈 가장 먼저 한국 작품을 소개하게 되었다 요 작품도 극장가서 볼 예정 그 ㅇㅇ교회 선교단 아프가니스탄 피랍 사건을 소재로 한 작품이다 1월 유령 박해수 설경구 이하늬 박소담 외 이 작품도 개인적으로 기대하는 한국영화 1월 18일에 개봉한다고 한다 위의 교섭과 제대로 한 판 붙을 예정 과연 최후의 승자는 누구 2월 바빌론 브래드 피트 마고 로비 올리비아 와일드 토비 맥과이어 외 2023년 개봉 예정 영화로 또 바빌론을 들 수 있겠다 꿈 하나만을 위해 모인 사람들이 이를 쟁취하려고 벌이는 강렬하면서도 매혹적인 이야기 티저 출처 롯데엔터테인먼트 오는 2월에 전국 극장가에 공개된다 최근 배급사측에서 틀어준 커밍순 예고편 영상이 있어서 공유해본다 진짜 출연진도 대박이고 꼭 봐야지 2월 앤트맨과 와스프 퀀텀매니아 폴 러드 에반젤린 릴리 조나단 메이저스 외 2023 마블 영화 개봉 예정으로 첫 포문은 앤트맨과 와스프 퀀텀매니아가 연다 캉이 나오는데 캉 보려면 로키 드라마를 먼저 보셔야 할 듯하다 2월 타이타닉 4K 케이트 윈슬렛 레오나르도 디카프리오 외 오잉 타이타닉이 왜요 라고 하시는 분들도 계시겠지만 이번 2월달에 개봉 25주년 4k 재개봉을 한다고 한다 제발 돌비시네마로 틀어줬으면 3월 스즈메의 문단속 마츠무라 호쿠토 하라 나노카 하나자와 카나 외 2022년 11월 11일에 일본에서 개봉한 신카이 마코토의 애니메이션 영화다 우리나라에서는 2023년 3월 8일 IMAX 동시 개봉이 확정됐다 3월 존 윅 챕터4 키아누 리브스 견자단 빌 스카르스고르드 이안 맥쉐인 외 아 그가 온다 오는 2023 개봉영화 리스트에 존 윅도 들어있다 작품성 연출 이런거 다 필요없다 바바야가 이기 때문에 그냥 막 보는거다 3월 샤잠 신들의 분노 재커리 리바이 그레이스 풀턴 레이첼 지글러 미첼 보스 외 샤잠이 두번째 이야기로 찾아온다 다비드 F 산드베리가 이번에 감독을 맡았고 2019년 영화였던 샤잠의 공식 후속 작품이다 쫄쫄이들 3월 크리드3 미국의 스포츠 드라마 영화 배우인 마이클 B 조던의 감독 데뷔작이기도 하고 그가 주연도 맡았다 2018년 영화 크리드 2의 속편이다 5월 슈퍼 마리오 브라더스 크리스 프랫 안야 테일러 조이 찰리 데이 외 2023년 개봉작 중에 물론 애니메이션도 있다 너무 귀여운 슈퍼마리오 참고로 지금 맥도날드에서 슈퍼마리오 해피밀 장난감이 증정 중 이다 5월 패스트 X 빈 디젤 제이슨 모모아 브리 라슨 앨런 리치슨 외 와 이건 꼭 봐야해 미쳤다 F9의 후속작으로 Fast Furious 프랜차이즈의 10번째 시리즈 그래서 타이틀도 그냥 패스트X다 완전 간지라는 5월 가디언즈 오브 갤럭시 볼륨3 크리스 프랫 조에 살다나 캐런 길런 외 마블개봉예정영화로 드디어 가오갤3편도 나온다 가디언즈 오브 갤럭시 실사영화 시리즈의 최종편이다 전작 이후 6년 만의 후속작이라는 5월 킬러스 오브 더 플라워 문 레오나르도 디카프리오 로버트 드 니로 제시 플레멘스 외 개인적으로 정말 너무 고대하면서 기다리고 있는 작품 이 작품은 무조건 아이맥스 혹은 돌비시네마에서 봐야된다고 생각한다 얼른 나오길 6월 엘리멘탈 리아 루이스 마무두 아티 외 월트 디즈니 픽처스와 픽사 애니메이션 스튜디오가 제작하고 월트 디즈니 스튜디오 모션 픽처스가 배급하는 다가오는 미국 컴퓨터 애니메이션 6월 트랜스포머 비스트의 서막 피터 컬런 안소니 라모스 론 펄먼 외 2023 개봉예정영화로 특이한 것이 떴다 사실 예고편 이전에 떠서 알고 있었는데 과연 트랜스포머 철골들의 사골은 과연 어디까지 나올려나 6월 인디아나 존스5 해리슨 포드 매즈 미켈슨 안토니오 반데라스 보이드 홀브룩 외 와 너무 기다리는 이 영화 인디아나 존스 시리즈의 다섯 번째 작품으로 인디아나 존스 크리스탈 해골의 왕국 이후로 15년 만의 속편이다 7월 오펜하이머 킬리언 머피 로버트 다우니 주니어 맷 데이먼 라미 말렉 에밀리 블런트 조시 하트넷 외 크리스토퍼 놀런이 감독과 각본을 맡은 작품 핵물리학자 로버트 오펜하이머에 관한 이야기로 배우 킬리언 머피가 오펜하이머 역을 맡았다 7월 미션임파서블 데드 레코닝 파트1 톰 크루즈 헤일리 앳웰 레베카 페르구손 바네사 커비 외 2023 영화로 역시 톰 형님이 왜 안오시나 했다 이제는 진짜 자연사를 너무나도 바라게 되는 배우님 제발 스턴트맨 쓰세요 직접 하지 말고요 7월 바비 마고 로비 라이언 고슬링 그레타 거윅 에마 마키 시무 리우 외 처음에 사진 봤을때 눈이 아파서 조금 괴로웠다 마고 로비야 뭐 그렇다 치는데 라이언 고슬링은 진짜 시선 강탈 바비를 실사화한 작품이다 7월 더 마블스 브리 라슨 이만 벨라니 박서준 라샤나 린치 외 미국의 슈퍼히어로 마블 영화이다 니아 다코스타가 감독을 맡았고 2019년에 개봉했던 캡틴 마블의 후속편 박서준이 나오는걸로 유명함 10월 크레이븐 더 헌터 애런 테일러 존슨 러셀 크로우 아리아나 더보즈 외 2023년 개봉영화 미국의 슈퍼히어로 무비로 배우 에런 테일러존슨이 크레이븐을 연기한다 마블 코믹스 캐릭터 사냥꾼 크레이븐이 주인공임 11월 듄 파트2 티모시 살라메 젠데이아 플로렌스 퓨 레아 세이두 레베카 페르구손 오스틴 버틀러 외 와우 듄 파트2가 올해 공개된다 이거는 무조건 극장가서 본다 돌비시네마랑 아이맥스 예매 전쟁 또 불꽃이 튈 전망이다 과연 어떻게 나올지 12월 아쿠아맨과 로스트 킹덤 제이슨 모모아 벤 애플렉 외 침대 위에 똥 잘 싸는 여자친구가 사라진 뒤의 첫 솔로무비 똑같이 제임스 완 감독이 연출을 맡았다 출연진은 아직 구체적으로 나오지 않았다 글을 통해서 2023년 개봉 예정 영화 리스트업을 해봤다 물론 올해 공개되는 모든 작품이 포함된 건 아니다 중소규모 혹은 독립작품 애니메이션 등 여러 장르들 정말 많겠지만 그중에서 나름 대작이라고 꼽을만한 그래도 잘 알려진 감독들 위주로 뽑아봤다 극장에서 만날 수 있는 날짜는 다시 언급드리지만 유동적이라는 것 영화사 제작사 배급사 사정에 따라 날짜는 계속 바뀔 수 있으니 관심 있는 작품 있으시면 계속 체크해보자 이미지 출처 작품 스틸컷 글쓴이 리뷰어 김덮밥,2023년 개봉 예정 영화 정리 개봉작 라인업 마블 새해가 밝고도 이제 5일 지난 목요일 오늘 첫 글은 5월 슈퍼 마리오 브라더스 크리스 프랫 안야 테일러 조이 찰리 데이 외 b2023년 개봉작b 중에 물론,2023년 개봉 예정 영화 정리 개봉작 라인업 마블,라인업 마블 새해 목요일 글 해 게 달 어제 집 앞 메가박스 덩크 달 무비 번 꼴 개 봉 라인업 보 나열 순서 끝 부분 옆 되 달 참고 시 배급사 제작사 날짜 뒤 수 인지 교섭 황정민 먼저 도 보 교회 서 교단 아프가니스탄 피랍 소재 유령 박해수 설경구 이하늬 박소담 외 개인 다 위 교섭 판 최후 승자 바빌론 브래드 피트 마고 로비 올리비아 와일드 토비 맥과이어 외 바빌론 수 꿈 모이 쟁취 매혹 티저 롯데 엔터테인먼트 전국 되 최근 배급사 측 틀 주 커밍순 공유 보 박 앤트맨 와스프 퀀텀 매니아 폴 러드 에반젤린 릴리 조나단 메이저스 외 마블 포문 앤트맨 와스프 퀀텀 매니아 캉 캉 로키 듯 타이타닉 케이트 윈슬렛 레오나르도 디카프리오 외 오잉 타이타닉 왜요 분 주년 돌비 시네마 틀 스즈메의 문단속 마츠무라 호쿠토 하라 나노카 하나자와 카나 외 일본 신카이 마코토 애니메이션 나라 동시 확정 존 윅 챕터 키아누 리브스 견자단 빌스 카르스 고르드 이안 맥쉐인 외 개 봉 리스트 존 윅 거 바바 기 거 샤잠 분노 재커리 리바이 그레이스 풀턴 레이첼 지글러 미첼 보스 외 샤잠 번 다비드 산드베리 샤잠 후속 크리드 미국 스포츠 마이클 조던 데뷔작 기 도 크리드 속편 슈퍼 마리오 브라더스 크리스 프랫 안야 테일러 조이 찰리 데이 외 중 애니메이션 슈퍼 마리오 맥도날드 슈퍼 마리오 해피밀 장난감 증정 중 패스트 빈 디젤 제이슨 모모아 브리 라슨 앨런 리치슨 외 후속작 프랜차이즈 번 타이틀 패스트 완전 간지 가디언즈 오브 갤럭시 볼륨 크리스 프랫 조 살 캐런 길런 외 마블 가오갤 편 가디언즈 오브 갤럭시 실사 최종 편 전작 후속작 킬러스 오브 더 플라워 문 레오나르도 디카프리오 로버트 드 제시 플레멘스 외 개인 고대 은 아이맥스 돌비 시네마 엘리 멘탈 리아 루이스 마무두 아티 외 월트 디즈니 픽처스 픽사 애니메이션 스튜디오 월트 디즈니 스튜디오 모션 픽처스 미국 컴퓨터 애니메이션 트랜스포머 비스트 피터 컬런 안소니 라모스 론 펄먼 외 개 봉 특 이전 트랜스포머 철골 사골 인디아나 존스 해리슨 포드 매즈 미켈슨 안토니오 반데라스 보이드 홀브룩 외 인디아나 존스 번 인디아나 존스 크리스탈 해골 왕국 속편 오펜하이머 킬리언 머피 로버트 다우니 주니어 맷 데이먼 라미 말렉 에밀리 블런트 조시 하트넷 외 크리스토퍼 놀런 각본 핵 물리학자 로버트 오펜하이머 킬리언 머피 오펜하이머 역 미션 임파서블 데드 레코닝 파트 톰 크루즈 헤일리 앳웰 레베카 페르구손 바네사 커비 외 영화 톰 형 이제 자연사 님 스턴트맨 요 바비 마고 로비 라이언 고슬링 그레타 거윅 에마 마키 시무 리우 외 처음 사진 눈 마고 로비 라이언 고슬링 시선 강탈 바비 실 사 더 마블스 브리 라슨 이만 벨라니 박서준 라샤 린치 외 미국 슈퍼히어로 마블 다 니아 다코스타 캡틴 마블 후속 편 박서준 거 유명 크레이븐 더 헌터 애런 테일러 존슨 러셀 크로우 아리아나 더보즈 외 미국 슈퍼히어로 무비 에런 테일러 존슨 크레 이븐 마블 코 믹스 사냥꾼 크레이븐 듄 파트 티모시 살라메 젠데이아 플로렌스 퓨 레아 세이두 레베카 페르구손 오스틴 버틀러 외 듄 파트 돌비 시네마 아이맥스 전쟁 불꽃 전망 아쿠아맨 로스트 킹덤 제이슨 모모아 벤 애플렉 외 침대 위 똥 여자 친구 뒤 솔로 무비 제임스 은 구체 리스트 업 되 포함 거 중소 규모 독립 애니메이션 중 나름 대작 라 위주 수 날짜 언급 유동 영화사 제작사 배급사 사정 날짜 수 관심 체크 보 스틸 컷 글쓴이 리뷰어 김 덮밥,라인업 마블 새해 목요일 글 슈퍼 마리오 브라더스 크리스 프랫 안야 테일러 조이 찰리 데이 외 중,라인업 마블
20240504,더 마블스 감독 니아 다코스타 출연 브리 라슨 테요나 패리스 이만 벨라니 자웨 애쉬튼 사무엘 L 잭슨 박서준 개봉 20231108 마블 영화 더 마블스가 데드라인 선정 2023년 개봉작 최고 흥행 실패 영화 등극 코로나 기간 동안 스튜디오들은 영화관이 문을 닫았을 때 극장 개봉과 그에 수반되는 스트리밍 시장을 열광적으로 받아들였지만 곧 극장 개봉만큼 수익성이 좋은 것은 없다는 것을 깨달았으며 어쨌든 극장 개봉은 영화의 장수를 위한 부분이기도 합니다 데드라인이 선정한 블록버스터 토너먼트 역사상 처음으로 디즈니가 연간 폭탄 부문을 장악하며 2023년 목록의 최악의 흥행 폭망 자리 4개를 차지했으며 본래 디즈니는 이전까지만 하더라도 마블 영화 덕분에 가장 수익성이 높은 영화의 대부분을 소유하고 있지만 2023년은 그러지 못했으며 디즈니플러스로 공개한 작품들 역시 대부분 연기되면서 CEO 밥 아이거는 디즈니가 다시 이전의 명성을 되찾기 위해서 영화의 퀄리티와 완성도를 올리기 위해 배를 바로 잡으려고 노력하고 있습니다 데드라인 선정으로 공개된 2023년 개봉작 영화 중에서도 4개의 작품은 모두 디즈니가 관여한 영화로서 2위가 되는 워너브라더스의 플래시를 제외하면 이 중 네 작품은 각각 디즈니의 헌티드 매션과 100주년 기념 애니메이션 영화인 위시 그리고 인디아나존스5와 함께 마블 영화 더 마블스가 플래시를 넘고 2023년 최고 흥행 실패작이 되었는데 더 마블스의 흥행 실패로 디즈니는 무려 2억 3700만달러의 손실을 본 것이 확인되었다고 합니다 2023년 흥행 실패작 데드라인 선정 순위 5위 디즈니 헌티드 맨션 1억 1700만달러 손실 4위 디즈니 영화 위시 1억 3100만달러 손실 3위 인디아나 존스5 1억 4300만달러 손실 2위 DC 영화 플래시 1억 5500만달러 손실 1위 마블 영화 더 마블스 2억 3700만달러 손실 출처 데드라인 닷컴 마블 영화 더 마블스가 2023년 개봉된 모든 영화들을 통틀어서 가장 큰 흥행 실패작으로서 등극 이는 데드라인이 조사한 결과인데 이게 더 마블스만 문제가 아니라 작년 2023년에 개봉한 영화중 흥행 대실패작 순위권 5위중 플래시를 빼면 죄다 디즈니가 차지했다고 하네요 DC 영화 플래시도 1억 5500만달러의 손실을 입은 엄청난 흥행 실패가 되었는데 더 마블스는 이걸 넘어 디즈니에게 무려 2억 3700만달러의 손실을 입혔다고 합니다,마블 영화 더 마블스가 데드라인 선정 b2023년 개봉작b 최고 흥행 실패 영화 등극 코로나 기간 동안 데드라인이 선정한 블록버스터 토너먼트 역사상 처음으로 디즈니가 연간 폭탄 부문을 장악하며 2023년,마블 영화 더 마블스 2023년 영화 개봉작 흥행 실패 1위 선정,더 마블스 니아 다코스타 브리 라슨 테요나 패리스 이만 벨라니 자웨 애쉬튼 사무엘 잭슨 박서준 마블 더 마블스 데드라인 실패 코로나 스튜디오 은 영화관 문 수반 스트리밍 시장 열광 적 성 은 장수 부분 기 도 데드라인 블록버스터 토너먼트 역사 처음 디즈니 연간 폭탄 장악 목록 최악 폭 망 자리 개 본래 디즈니 이전 마블 덕분 성 대부분 소유 디즈니 플러스 대부분 밥 아이거 디즈니 이전 명성 퀄리티 완성도 배 노력 고 데드라인 되 중 개 은 디즈니 관여 위 워너 브라더스 플래시 제외 면 중 디즈니 헌티드 매션과 주년 기념 애니메이션 영화 위 시 인디아나 존스 마블 더 마블스 플래시 실패작 더 마블스 실패 디즈니 손실 보 확인 실패작 데드라인 위 디즈니 헌티드 맨션 손실 위 디즈니 위시 손실 위 인디아나 존스 손실 위 플래시 손실 위 마블 더 마블스 손실 데드라인 닷컴 마블 더 마블스 되 실패작 데드라인 조사 결과 데 더 마블스 만 문제 작년 중 실패작 위 중 플래시 디즈니 플래시 손실 실패 더 마블스 디즈니 손실 니,마블 더 마블스 데드라인 실패 코로나 데드라인 블록버스터 토너먼트 역사 처음 디즈니 연간 폭탄 장악,마블 더 마블스 실패 위
